[layer]
type=Tile Layer 1
data=
1,2,2,1,1,1,0,1,2,2,1,
16,16,1,21,16,16,1,1,1,1,1,
19,17,17,0,19,2,1,1,2,1,1,
16,16,2,0,16,2,18,1,18,2,1,
2,19,21,0,17,19,1,1,17,2,1,
16,1,0,18,18,2,1,18,1,1,1,
0,21,0,24,1,1,1,1,1,1,1,
21,0,24,1,1,16,18,1,18,2,1,
17,0,0,1,1,1,17,17,17,1,1,
18,21,0,7,18,16,1,2,1,1,1,
19,17,19,21,24,0,0,0,19,2,1,
1,16,1,1,16,16,16,0,8,21,0,
1,1,2,2,17,2,17,19,17,1,21,
18,1,2,18,16,16,18,2,21,1,1,
1,17,2,1,19,19,17,19,24,2,1,
18,18,1,18,18,2,21,0,24,16,1,
19,17,2,2,17,19,21,0,8,19,1,
2,16,18,18,18,1,24,21,0,18,1,
2,1,2,2,2,1,21,2,1,1,1,
16,2,18,2,18,16,21,8,0,18,1,
17,17,17,1,17,1,1,8,21,17,1,
18,1,16,1,18,2,18,21,24,18,1,
1,19,19,19,19,17,21,0,0,2,1,
0,16,16,2,16,2,16,1,2,18,1,
17,17,17,17,1,1,8,21,1,17,1,
2,2,16,16,18,1,21,18,16,2,1,
17,17,17,1,17,1,1,17,8,0,1,
2,2,1,18,16,1,18,18,16,21,1,
19,19,17,1,2,17,2,19,21,0,1,
2,18,18,1,2,18,16,16,21,0,1,
2,2,19,1,19,1,17,17,1,21,0,
18,18,1,1,0,1,16,16,2,18,1,
17,1,2,1,1,17,19,2,19,1,0,
2,1,2,1,1,2,1,2,1,1,21,
17,2,1,2,2,17,1,17,19,1,21,
1,1,1,1,1,21,1,1,1,1,1,
1,1,1,1,1,0,0,0,0,21,1,
2,2,1,2,1,1,1,1,2,21,0,
1,1,1,1,1,1,1,1,1,1,21,
1,1,1,1,1,1,1,1,1,21,0,
1,19,1,19,17,1,2,19,1,0,0,
1,1,1,1,1,1,1,1,1,1,21,
2,1,1,1,1,2,2,2,1,1,21,
1,1,1,1,1,1,1,1,1,21,0,
1,1,1,1,1,1,1,1,1,21,1,
1,1,21,1,1,1,1,1,1,1,1,
1,1,0,1,1,1,1,1,1,1,1,
1,1,21,0,1,1,1,1,1,1,1,
1,1,1,0,21,1,1,1,1,1,1,
1,1,1,1,7,21,1,1,1,1,1,
2,17,17,0,0,21,19,2,17,2,1,
2,2,2,21,0,0,0,1,2,1,1,
1,1,1,1,1,1,21,0,1,1,1,
16,16,1,16,16,1,1,21,16,1,1,
1,1,1,0,0,21,0,0,1,1,1,
0,0,21,0,2,2,1,1,1,1,1,
21,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,21,0,
1,1,1,1,1,1,1,1,1,1,21,
1,1,1,1,1,1,1,1,1,21,0,
1,17,1,17,17,1,17,17,1,21,1,
1,1,1,1,1,1,1,1,1,21,0,
1,1,1,1,1,1,1,21,0,24,0,
2,2,2,2,2,1,1,0,0,21,1,
0,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,21,0,1,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.
[layer]
type=Tile Layer 2
data=
121,121,121,121,121,121,0,121,121,121,121,
60,60,121,0,60,60,121,121,121,121,121,
131,65,65,0,131,131,131,131,131,131,131,
65,65,131,0,65,131,131,131,131,131,131,
149,149,0,0,74,149,149,149,74,149,149,
59,119,0,119,119,119,119,119,119,119,119,
0,0,0,0,255,255,255,255,255,255,255,
0,0,0,228,228,114,228,228,228,228,228,
73,0,0,146,146,146,73,73,73,146,146,
246,0,0,0,246,123,246,246,246,246,246,
271,135,271,0,0,0,0,0,271,271,271,
247,123,247,247,123,123,123,0,0,0,0,
116,116,116,116,58,116,58,116,58,116,0,
115,115,115,115,57,57,115,115,0,115,115,
186,93,186,186,186,186,93,186,0,186,186,
237,237,237,237,237,237,0,0,0,118,237,
235,117,235,235,117,235,0,0,0,235,235,
214,107,214,214,214,214,0,0,0,214,214,
111,111,111,111,111,111,0,111,111,111,111,
106,213,213,213,213,106,0,0,0,213,213,
102,102,102,205,102,205,205,0,0,102,205,
204,204,102,204,204,204,204,0,0,204,204,
151,151,151,151,151,75,0,0,0,151,151,
0,54,54,108,54,108,54,108,108,108,108,
91,91,91,91,183,183,0,0,183,91,183,
107,107,53,53,107,107,0,107,53,107,107,
99,99,99,198,99,198,198,99,0,0,198,
115,115,115,115,57,115,115,115,57,0,115,
131,131,65,131,131,65,131,131,0,0,131,
