[layer]
type=Tile Layer 1
data=
1,2,1,1,1,0,1,2,2,2,1,
1,1,8,1,1,1,0,1,8,1,1,
2,2,7,1,1,1,8,1,0,0,0,
1,1,1,2,1,1,2,2,1,1,0,
1,1,1,1,21,1,1,1,1,1,7,
7,21,0,0,0,1,2,1,1,1,0,
1,2,1,2,1,1,1,1,0,2,1,
0,1,21,2,1,1,0,1,1,2,1,
0,1,1,2,8,2,0,2,21,1,1,
8,0,0,1,0,1,0,0,0,1,1,
1,2,7,1,8,2,1,1,21,2,1,
1,1,21,1,0,1,1,1,24,1,1,
2,1,2,1,21,1,2,1,7,2,1,
0,0,8,1,0,1,1,1,24,0,21,
1,2,2,1,21,2,1,1,1,1,7,
1,1,21,1,1,1,1,1,7,1,1,
1,1,0,2,2,1,1,1,21,0,0,
1,1,1,2,2,2,2,0,1,1,1,
1,2,7,1,1,2,1,1,0,1,21,
1,1,21,1,1,1,2,2,0,1,0,
0,2,1,1,2,1,1,1,0,1,21,
0,1,21,1,2,1,1,2,0,1,1,
8,1,0,1,1,1,1,1,0,0,21,
1,1,21,1,1,1,1,1,1,1,1,
0,0,0,1,1,1,1,1,21,1,1,
21,1,1,1,1,1,1,1,24,1,1,
0,2,1,2,1,1,0,7,0,2,1,
8,1,21,1,0,1,0,0,0,1,0,
21,1,8,1,24,1,1,1,0,1,1,
21,0,0,1,0,1,2,2,7,1,0,
1,1,1,1,0,1,1,1,7,1,21,
0,1,1,1,21,0,7,0,0,1,1,
0,1,1,1,0,0,0,7,0,1,21,
1,1,1,1,1,1,21,0,0,1,1,
21,1,1,2,0,2,0,0,0,2,1,
21,1,1,1,0,1,1,1,0,1,1,
8,0,0,0,0,1,0,2,21,2,1,
1,1,1,1,0,1,1,1,1,1,1,
7,1,1,1,21,1,0,0,0,0,0,
1,1,1,1,1,1,0,0,21,1,1,
1,1,1,1,1,1,1,1,21,1,1,
1,1,1,1,1,1,0,1,1,1,1,
0,1,21,1,1,1,0,0,8,1,0,
7,1,21,1,1,1,24,0,0,1,1,
0,2,0,1,1,2,8,21,0,0,0,
1,1,21,1,1,1,7,1,1,1,1,
0,0,0,2,8,21,0,1,1,2,1,
1,1,1,1,21,1,1,1,1,1,1,
1,1,21,1,8,1,0,1,1,1,1,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.
[layer]
type=Tile Layer 2
data=
95,95,95,95,95,0,95,95,95,95,95,
242,242,0,242,242,242,0,242,0,242,242,
268,268,0,268,268,268,0,268,0,0,0,
103,103,103,103,103,103,103,103,103,103,0,
177,177,177,177,0,177,177,177,177,177,0,
0,0,0,0,0,217,217,217,217,217,0,
93,93,93,93,93,93,93,93,0,93,93,
0,119,0,119,119,119,0,119,119,119,119,
0,196,196,196,0,196,0,196,0,196,196,
0,0,0,213,0,213,0,0,0,213,213,
254,254,0,254,0,254,254,254,0,254,254,
189,189,0,189,0,189,189,189,0,189,189,
154,154,154,154,0,154,154,154,0,154,154,
0,0,0,254,0,254,254,254,0,0,0,
150,150,150,150,0,150,150,150,150,150,0,
163,163,0,163,163,163,163,163,0,163,163,
134,134,0,134,134,134,134,134,0,0,0,
94,94,94,94,94,94,94,0,94,94,94,
165,165,0,165,165,165,165,165,0,165,0,
109,109,0,109,109,109,109,109,0,109,0,
0,108,108,108,108,108,108,108,0,108,0,
0,116,0,116,116,116,116,116,0,116,116,
0,192,0,192,192,192,192,192,0,0,0,
90,90,0,90,90,90,90,90,90,90,90,
0,0,0,116,116,116,116,116,0,116,116,
0,138,138,138,138,138,138,138,0,138,138,
0,171,171,171,171,171,0,0,0,171,171,
0,186,0,186,0,186,0,0,0,186,0,
0,244,0,244,0,244,244,244,0,244,244,
0,0,0,181,0,181,181,181,0,181,0,
148,148,148,148,0,148,148,148,0,148,0,
0,163,163,163,0,0,0,0,0,163,163,
0,162,162,162,0,0,0,0,0,162,0,
104,104,104,104,104,104,0,0,0,104,104,
0,115,115,115,0,115,0,0,0,115,115,
0,102,102,102,0,102,102,102,0,102,102,
0,0,0,0,0,156,0,156,0,156,156,
73,73,73,73,0,73,73,73,73,73,73,
0,154,154,154,0,154,0,0,0,0,0,
84,84,84,84,84,84,0,0,0,84,84,
65,65,65,65,65,65,65,65,0,65,65,
64,64,64,64,64,64,0,64,64,64,64,
0,123,0,123,123,123,0,0,0,123,0,
0,162,0,162,162,162,0,0,0,162,162,
0,120,0,120,120,120,0,0,0,0,0,
96,96,0,96,96,96,0,96,96,96,96,
0,0,0,117,0,0,0,117,117,117,117,
55,55,55,55,0,55,55,55,55,55,55,
102,102,0,102,0,102,0,102,102,102,102,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.
