[layer]
type=Tile Layer 1
data=
8,0,0,1,2,1,0,0,0,2,0,
1,1,6,1,1,1,3,5,0,1,1,
1,1,2,0,1,1,5,2,2,2,1,
1,1,1,5,6,1,1,1,5,0,1,
1,2,21,6,7,2,3,2,1,1,1,
0,3,0,1,0,0,0,8,0,1,21,
21,1,0,1,1,1,1,4,8,4,0,
0,2,0,0,0,1,5,2,0,7,21,
1,1,3,5,21,1,1,1,1,6,1,
1,6,1,3,8,1,1,1,1,5,21,
21,0,0,1,4,1,0,8,0,0,0,
8,2,21,1,1,2,0,4,6,1,1,
0,3,0,21,0,2,0,2,1,0,0,
5,1,2,2,8,1,21,6,2,2,1,
0,21,0,2,0,2,0,0,0,1,0,
2,1,0,1,8,1,2,4,21,4,0,
0,2,0,7,0,0,0,21,0,2,0,
21,1,1,2,1,4,6,1,1,2,7,
1,1,1,1,2,2,4,2,0,1,21,
0,1,3,1,0,0,0,0,8,1,21,
7,1,21,5,0,1,5,1,1,1,1,
0,2,0,2,21,24,0,0,0,0,0,
3,2,3,2,0,1,2,2,1,1,1,
21,0,0,0,0,24,2,4,0,1,0,
1,2,2,1,1,6,1,2,21,5,24,
0,0,0,1,21,0,0,0,7,5,0,
21,5,0,1,0,2,4,1,1,2,1,
0,1,0,0,21,3,24,0,0,0,0,
4,1,1,5,1,1,0,3,21,1,1,
5,1,0,1,1,1,1,1,4,4,1,
0,2,0,21,0,24,0,2,0,0,0,
0,1,6,1,1,5,21,1,0,1,1,
1,0,4,3,1,1,1,1,1,6,1,
0,1,21,1,1,4,3,6,1,1,1,
0,2,0,0,0,0,0,0,0,2,0,
1,4,1,4,4,2,2,2,0,1,21,
0,1,1,0,21,0,0,6,0,0,0,
0,1,4,3,21,1,0,1,1,1,1,
0,0,0,1,6,1,0,0,0,21,0,
6,1,21,6,1,1,1,1,0,5,1,
0,1,0,0,21,0,0,6,0,0,0,
24,1,1,2,6,4,21,2,1,2,1,
0,1,0,0,0,1,0,6,21,0,0,
0,1,0,1,8,5,0,1,0,5,21,
21,2,0,2,0,0,8,1,0,1,0,
0,1,21,1,0,1,5,4,0,1,1,
21,1,0,1,5,1,0,0,0,3,0,
1,1,0,3,5,1,21,1,1,1,0,
0,2,0,7,0,2,0,0,21,0,0,
2,1,2,2,21,2,5,3,1,1,1,
0,21,1,1,0,0,0,6,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.
[layer]
type=Tile Layer 2
data=
0,0,0,252,252,252,0,0,0,252,0,
151,151,151,151,151,151,151,151,0,151,151,
139,139,139,0,139,139,139,139,139,139,139,
139,139,139,139,139,139,139,139,139,0,139,
232,232,0,232,0,232,232,232,232,232,232,
0,250,0,250,0,0,0,0,0,250,0,
0,249,0,249,249,249,249,249,0,249,0,
0,247,0,0,0,247,247,247,0,0,0,
136,136,136,136,0,136,136,136,136,136,136,
223,223,223,223,0,223,223,223,223,223,0,
0,0,0,222,222,222,0,0,0,0,0,
0,240,0,240,240,240,0,240,240,240,240,
0,159,0,0,0,159,0,159,159,0,0,
235,235,235,235,0,235,0,235,235,235,235,
0,0,0,144,0,144,0,0,0,144,0,
214,214,0,214,0,214,214,214,0,214,0,
0,213,0,0,0,0,0,0,0,213,0,
0,229,229,229,229,229,229,229,229,229,0,
151,151,151,151,151,151,151,151,0,151,0,
0,225,225,225,0,0,0,0,0,225,0,
0,205,0,205,0,205,205,205,205,205,205,
0,204,0,204,0,0,0,0,0,0,0,
122,122,122,122,0,122,122,122,122,122,122,
0,0,0,0,0,0,220,220,0,220,0,
217,217,217,217,217,217,217,217,0,217,0,
0,0,0,216,0,0,0,0,0,216,0,
0,132,0,132,0,132,132,132,132,132,132,
0,196,0,0,0,196,0,0,0,0,0,
130,130,130,130,130,130,0,130,0,130,130,
126,126,0,126,126,126,126,126,126,126,126,
0,208,0,0,0,0,0,208,0,0,0,
0,138,138,138,138,138,0,138,0,138,138,
114,0,114,114,114,114,114,114,114,114,114,
0,126,0,126,126,126,126,126,126,126,126,
0,125,0,0,0,0,0,0,0,125,0,
136,136,136,136,136,136,136,136,0,136,0,
0,135,135,0,0,0,0,135,0,0,0,
0,133,133,133,0,133,0,133,133,133,133,
0,0,0,122,122,122,0,0,0,0,0,
121,121,0,121,121,121,121,121,0,121,121,
0,120,0,0,0,0,0,120,0,0,0,
0,163,163,163,163,163,0,163,163,163,163,
0,108,0,0,0,108,0,108,0,0,0,
0,160,0,160,0,160,0,160,0,160,0,
0,144,0,144,0,0,0,144,0,144,0,
0,95,0,95,0,95,95,95,0,95,95,
0,94,0,94,94,94,0,0,0,94,0,
93,93,0,93,93,93,0,93,93,93,0,
0,138,0,0,0,138,0,0,0,0,0,
82,82,82,82,0,82,82,82,82,82,82,
0,0,90,90,0,0,0,90,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0.
